10,1.288,2.4869,-0.30463,6.9667,10,1.2469,2.4869,-0.2976,6.9455,10,-1.3663,-2.7899,0.3174,7.0088,10,-1.1611,-2.1814,0.28221,6.9032,10,1.4393,3.0902,-0.32855,7.05,10,1.0706,2.1814,-0.26495,6.8617,10,-1.5065,-3.0902,0.3382,7.0897,10,-1.0399,-2.1814,0.27015,6.9077,0
42.505,6.658,7.8397,0.014192,25.589,32.679,7.9069,8.5014,-0.093931,17.881,25.782,-3.2993,4.3178,-0.20733,23.194,12.964,-5.1662,-6.296,1.1011,6.0356,19.2,1.9977,3.6016,-0.15804,12.747,14.177,0.58707,2.3208,-0.23102,9.2061,7.0697,-4.5926,1.6031,-0.6157,9.2079,32.799,2.5857,4.1483,-0.1664,22.414,2
0,-5.4283,-5.8,0.26083,2.8637,0,-4.4717,-4.1,-0.26083,2.8637,0,-5.4275,-5.7,0.25717,2.8294,0,-4.5108,-4.1,-0.25845,2.9019,0,-5.3869,-5.7,0.25037,2.8035,0,-4.5498,-4.1,-0.25,2.9364,0,-5.3462,-5.6,0.24018,2.7796,0,-4.4451,-4,-0.26315,2.8833,3
0,-7.6029,-8.2667,0.33026,4.0335,0,-6.9652,-7.4667,0.24114,3.5329,0,-6.2744,-5.7333,-0.25679,3.5434,0,-5.7429,-5.1333,-0.3117,4.0824,0,-7.6019,-8.3333,0.3489,3.9675,0,-6.911,-7.3333,0.2074,3.5145,0,-6.2202,-5.6,-0.28543,3.5665,0,-5.6956,-5.1667,-0.29289,4.0418,4
10,2.0319,0,1.4753,4.0317,10,5.9363,10,-0.38125,4.9214,10,6.0956,10,-0.44916,4.8882,10,2.0319,0,1.4753,4.0317,10,7.8088,10,-1.358,4.1448,10,4.2231,0,0.31458,4.9491,10,3.745,0,0.51859,4.8496,10,8.1967,10,-1.663,3.8525,5
28.561,5.6228,0,0.30218,14.09,17.971,1.9856,0,0.60475,8.1094,28.561,8.2082,0,0.80883,11.3,17.6,-2.9266,0,-0.49578,5.8336,28.018,5.9942,0,0.34135,10.19,28.561,1.3359,0,1.0262,12.386,17.971,2.6051,0,0.53425,7.7531,28.561,8.4436,0,0.76461,11.374,6
29.264,7.3414,10,-1.1495,11.078,29.264,8.0294,10,-0.92863,11.726,29.264,7.6615,10,-1.1125,11.275,29.264,6.6337,10,-1.0276,11.254,29.264,5.8783,10,-1.0384,12.387,29.264,5.9592,10,-1.016,12.221,29.264,6.6358,10,-1.0186,11.206,29.264,7.0824,10,-1.1372,11.09,7
